session_id,type,technique_id,technique_name,atomic_test_numbers,window_start,window_end,ruleset_phase,operator_context,defender_realtime_off,notes
20260806-093712-benign-r4,benign,T1082,System Information Discovery,,2026-08-06 09:37:12,2026-08-06 09:37:21,custom,interactive-admin,True,"Captured AFTER custom rules 100230-100233 were deployed and verified firing (all four confirmed by smoke test, wazuh-analysisd -t clean). Defender OFF. Mirror uses cmd.exe /c with &-chained commands plus a child powershell.exe for cmdlets, matching ART's process lineage. This is the 'detected after' measurement; the 06:43-08:24 windows are the default-only baseline."
20260806-093918-benign-r5,benign,T1082,System Information Discovery,,2026-08-06 09:39:18,2026-08-06 09:39:39,custom,interactive-admin,True,"Captured AFTER custom rules 100230-100233 were deployed and verified firing (all four confirmed by smoke test, wazuh-analysisd -t clean). Defender OFF. Mirror uses cmd.exe /c with &-chained commands plus a child powershell.exe for cmdlets, matching ART's process lineage. This is the 'detected after' measurement; the 06:43-08:24 windows are the default-only baseline."
20260806-095114-attack-r1,attack,T1087.001,Local Account Discovery,8;9;10,2026-08-06 09:51:14,2026-08-06 09:51:19,custom,atomic-red-team,True,"CLEAN - 5 attack + 5 benign, Defender OFF on both sides, current mirror (Start-Process with bare 'cmd.exe' FilePath, &-chained commands, child powershell.exe for cmdlets) matching ART's process lineage. Rule 100200 was already deployed, so phase = custom throughout; T1087.001's default-detection figure (92031 / L3 / T1087, parent-only) was measured on 2026-08-05 before this lab session."
20260806-095302-attack-r2,attack,T1087.001,Local Account Discovery,8;9;10,2026-08-06 09:53:02,2026-08-06 09:54:41,custom,atomic-red-team,True,"CLEAN - 5 attack + 5 benign, Defender OFF on both sides, current mirror (Start-Process with bare 'cmd.exe' FilePath, &-chained commands, child powershell.exe for cmdlets) matching ART's process lineage. Rule 100200 was already deployed, so phase = custom throughout; T1087.001's default-detection figure (92031 / L3 / T1087, parent-only) was measured on 2026-08-05 before this lab session."
20260806-095612-attack-r3,attack,T1087.001,Local Account Discovery,8;9;10,2026-08-06 09:56:12,2026-08-06 09:56:15,custom,atomic-red-team,True,"CLEAN - 5 attack + 5 benign, Defender OFF on both sides, current mirror (Start-Process with bare 'cmd.exe' FilePath, &-chained commands, child powershell.exe for cmdlets) matching ART's process lineage. Rule 100200 was already deployed, so phase = custom throughout; T1087.001's default-detection figure (92031 / L3 / T1087, parent-only) was measured on 2026-08-05 before this lab session."
20260806-095726-attack-r4,attack,T1087.001,Local Account Discovery,8;9;10,2026-08-06 09:57:26,2026-08-06 09:57:33,custom,atomic-red-team,True,"CLEAN - 5 attack + 5 benign, Defender OFF on both sides, current mirror (Start-Process with bare 'cmd.exe' FilePath, &-chained commands, child powershell.exe for cmdlets) matching ART's process lineage. Rule 100200 was already deployed, so phase = custom throughout; T1087.001's default-detection figure (92031 / L3 / T1087, parent-only) was measured on 2026-08-05 before this lab session."
20260806-095947-attack-r5,attack,T1087.001,Local Account Discovery,8;9;10,2026-08-06 09:59:47,2026-08-06 09:59:51,custom,atomic-red-team,True,"CLEAN - 5 attack + 5 benign, Defender OFF on both sides, current mirror (Start-Process with bare 'cmd.exe' FilePath, &-chained commands, child powershell.exe for cmdlets) matching ART's process lineage. Rule 100200 was already deployed, so phase = custom throughout; T1087.001's default-detection figure (92031 / L3 / T1087, parent-only) was measured on 2026-08-05 before this lab session."
20260806-100344-benign-r1,benign,T1087.001,Local Account Discovery,,2026-08-06 10:03:44,2026-08-06 10:03:49,custom,interactive-admin,True,"CLEAN - 5 attack + 5 benign, Defender OFF on both sides, current mirror (Start-Process with bare 'cmd.exe' FilePath, &-chained commands, child powershell.exe for cmdlets) matching ART's process lineage. Rule 100200 was already deployed, so phase = custom throughout; T1087.001's default-detection figure (92031 / L3 / T1087, parent-only) was measured on 2026-08-05 before this lab session."
20260806-100453-benign-r2,benign,T1087.001,Local Account Discovery,,2026-08-06 10:04:53,2026-08-06 10:04:57,custom,interactive-admin,True,"CLEAN - 5 attack + 5 benign, Defender OFF on both sides, current mirror (Start-Process with bare 'cmd.exe' FilePath, &-chained commands, child powershell.exe for cmdlets) matching ART's process lineage. Rule 100200 was already deployed, so phase = custom throughout; T1087.001's default-detection figure (92031 / L3 / T1087, parent-only) was measured on 2026-08-05 before this lab session."
20260806-100656-benign-r3,benign,T1087.001,Local Account Discovery,,2026-08-06 10:06:56,2026-08-06 10:07:01,custom,interactive-admin,True,"CLEAN - 5 attack + 5 benign, Defender OFF on both sides, current mirror (Start-Process with bare 'cmd.exe' FilePath, &-chained commands, child powershell.exe for cmdlets) matching ART's process lineage. Rule 100200 was already deployed, so phase = custom throughout; T1087.001's default-detection figure (92031 / L3 / T1087, parent-only) was measured on 2026-08-05 before this lab session."
20260806-100957-benign-r4,benign,T1087.001,Local Account Discovery,,2026-08-06 10:09:57,2026-08-06 10:10:00,custom,interactive-admin,True,"CLEAN - 5 attack + 5 benign, Defender OFF on both sides, current mirror (Start-Process with bare 'cmd.exe' FilePath, &-chained commands, child powershell.exe for cmdlets) matching ART's process lineage. Rule 100200 was already deployed, so phase = custom throughout; T1087.001's default-detection figure (92031 / L3 / T1087, parent-only) was measured on 2026-08-05 before this lab session."
20260806-101141-benign-r5,benign,T1087.001,Local Account Discovery,,2026-08-06 10:11:41,2026-08-06 10:11:44,custom,interactive-admin,True,"CLEAN - 5 attack + 5 benign, Defender OFF on both sides, current mirror (Start-Process with bare 'cmd.exe' FilePath, &-chained commands, child powershell.exe for cmdlets) matching ART's process lineage. Rule 100200 was already deployed, so phase = custom throughout; T1087.001's default-detection figure (92031 / L3 / T1087, parent-only) was measured on 2026-08-05 before this lab session."
